839,188,5,16,-0.71446,0,0,-147400,-147350
839,188,5,16,-0.695146,0,50,-147300,0
838,185,25,20,-0.803911,0,100,-147650,-147600
838,185,25,20,-0.763229,0,150,-147550,100
765,184,16,9,-0.90016,0,200,-137150,-137100
766,185,13,7,-0.86345,0,250,-137000,-136950
769,193,6,5,-0.859763,0,300,-137850,-137800
621,178,4,16,-0.839573,0,350,-125500,-125450
568,175,5,7,-0.849066,0,400,-113450,-113400
527,188,8,5,-0.857612,0,450,-19900,-19850
527,189,8,4,-0.799229,0,500,-19800,-19750
769,171,12,13,-0.909314,0,550,-143100,-136900
769,171,12,13,-0.911434,0,600,-136850,550
769,171,12,13,-0.893062,0,650,-136800,600
724,163,4,16,-0.843996,0,700,-134500,-134450
724,163,4,15,-0.90261,0,750,-134350,-134300
724,163,4,15,-0.883514,0,800,-134250,750
695,163,16,6,-0.836079,0,850,-128450,-128350
674,162,5,11,-0.920995,0,900,-130600,-128200
674,163,5,10,-0.807228,0,950,-128150,-128100
674,163,5,10,-0.758595,0,1000,-128050,950
653,164,8,6,-0.839052,0,1050,-126850,-126800
618,164,10,8,-0.818111,0,1100,-126400,-126350
618,165,9,6,-0.841345,0,1150,-126300,-126250
689,154,30,29,-0.779957,0,1200,-128750,-128700
688,154,32,29,-0.782708,0,1250,-128900,-128850
724,152,10,9,-0.870685,0,1300,-134000,-133950
724,152,11,9,-0.853358,0,1350,-134100,-134050
759,148,3,10,-0.846672,0,1400,-136450,-136400
680,155,10,5,-0.901129,0,1450,-129050,-129000
722,143,14,40,-0.600016,0,1500,-134650,-134600
722,143,14,43,-0.74189,0,1550,-134800,-134750
722,143,14,43,-0.696432,0,1600,-134700,1550
722,143,14,44,-0.751794,0,1650,-134900,-134850
722,143,14,46,-0.751794,0,1700,-135050,-135000
722,142,14,50,-0.597037,0,1750,-135200,-135150
435,187,7,3,-0.825795,0,1800,-43200,-43150
424,176,14,9,-0.898179,0,1850,-42150,-42100
424,176,14,9,-0.873624,0,1900,-42050,1850
394,173,12,5,-0.901129,0,1950,-35350,-35300
395,173,11,5,-0.877364,0,2000,-35250,-35200
407,165,11,6,-0.805988,0,2050,-28400,-28350
407,165,11,6,-0.779903,0,2100,-28300,2050
415,163,8,5,-0.850632,0,2150,-35750,-35700
343,192,5,6,-0.821039,0,2200,-55100,-54950
325,191,34,9,-0.890341,0,2250,-59750,-55450
325,191,34,9,-0.933368,0,2300,-55400,2250
325,191,34,9,-0.946925,0,2350,-55350,2300
325,191,34,9,-0.934474,0,2400,-55300,2350
232,193,12,4,-0.862419,0,2450,-57050,-57000
189,200,8,3,-0.84579,0,2500,-66250,-66200
243,207,12,6,-0.861079,0,2550,-57350,-57300
243,207,12,6,-0.820154,0,2600,-57250,2550
227,209,13,5,-0.867274,0,2650,-64950,-64900
228,209,12,5,-0.834985,0,2700,-64850,-64800
228,209,12,5,-0.823988,0,2750,-64750,2700
220,206,22,10,-0.826851,0,2800,-65450,-65400
220,206,22,10,-0.891761,0,2850,-65350,2800
220,206,22,9,-0.933125,0,2900,-65300,-65250
220,206,22,9,-0.915901,0,2950,-65200,2900
220,208,5,6,-0.76817,0,3000,-65150,-64700
220,205,32,18,-0.807868,0,3050,-66050,-66000
220,205,32,18,-0.786207,0,3100,-65550,3050
215,190,25,20,-0.803911,0,3150,-4500,-850
272,185,16,5,-0.879836,0,3200,-54800,-54750
273,186,15,3,-0.773432,0,3250,-54650,-54600
272,185,18,5,-0.902031,0,3300,-59700,-54900
211,216,9,11,-0.915951,0,3350,-65900,-65850
211,216,9,11,-0.889109,0,3400,-65800,3350
211,216,9,11,-0.852318,0,3450,-65750,3400
211,216,9,11,-0.861858,0,3500,-65700,3450
211,216,9,11,-0.850592,0,3550,-65650,3500
210,216,10,12,-0.889228,0,3600,-66100,-65950
293,224,14,5,-0.902031,0,3650,-70250,-70200
292,224,15,7,-0.895778,0,3700,-70350,-70300
292,224,16,8,-0.872201,0,3750,-110350,-70450
271,226,13,7,-0.890104,0,3800,-67750,-67700
271,226,13,7,-0.832404,0,3850,-67650,3800
271,226,13,7,-0.793649,0,3900,-67600,3850
271,226,13,7,-0.80645,0,3950,-67550,3900
271,226,13,7,-0.825114,0,4000,-67500,3950
231,235,11,8,-0.764629,0,4050,-66350,-66300
274,239,3,9,-0.921508,0,4100,-77850,-77800
269,231,51,29,-0.744117,0,4150,-4450,-1200
442,151,8,6,-0.872201,0,4200,-47350,-47300
318,152,24,9,-0.695554,0,4250,-46550,-46500
318,151,26,11,-0.911873,0,4300,-46850,-46800
318,151,26,11,-0.941905,0,4350,-46750,4300
318,152,26,10,-0.795281,0,4400,-46700,-46650
162,184,12,9,-0.921895,0,4450,-62950,-62900
163,184,10,8,-0.726503,0,4500,-62800,-62650
163,184,10,7,-0.885635,0,4550,-62750,-62700
171,179,34,11,-0.857109,0,4600,-63250,-63200
171,179,34,12,-0.702984,0,4650,-63350,-63300
164,173,42,19,-0.810517,0,4700,-63650,-63600
163,172,43,21,-0.878041,0,4750,-63750,-63700
155,174,9,8,-0.791268,0,4800,-63850,-63800
633,199,28,5,-0.90656,0,4850,-125250,-124450
653,205,9,7,-0.983059,0,4900,-125650,-124700
560,214,14,7,-0.902031,0,4950,-114600,-114550
560,214,14,7,-0.89494,0,5000,-114500,4950
560,214,14,7,-0.787691,0,5050,-114450,5000
558,239,12,12,-0.941012,0,5100,-113700,-101150
557,239,13,12,-0.791395,0,5150,-113800,-113750
564,252,20,5,-0.871893,0,5200,-101400,-101350
