1159,478,15,15,-0.605194,0,0,-16700,-8000
1159,478,14,13,-0.712057,0,50,-7950,-7900
1110,474,18,10,-0.659899,0,100,-205100,-203000
1102,458,18,13,-0.752943,0,150,-183950,-183900
1103,459,17,11,-0.616149,0,200,-183800,-183750
995,510,8,9,-0.786231,0,250,-202900,-202850
937,478,6,7,-0.899702,0,300,-205500,-205450
937,478,6,7,-0.914875,0,350,-205400,300
937,479,6,6,-0.461428,0,400,-205350,-205300
886,467,6,5,-0.698196,0,450,-205200,-203100
900,462,28,36,-0.56196,0,500,-195600,-195550
900,462,28,42,-0.574508,0,550,-195700,-195650
815,469,6,16,-0.429377,0,600,-117600,-117550
812,468,9,18,-0.568689,0,650,-117850,-117800
812,468,9,18,-0.764328,0,700,-117750,650
812,468,9,18,-0.743915,0,750,-117700,700
811,467,11,19,-0.678877,0,800,-118050,-118000
811,467,11,19,-0.810363,0,850,-117950,800
811,467,11,19,-0.875398,0,900,-117900,850
898,461,62,79,-0.407735,0,950,-203600,-196050
818,481,9,15,-0.547837,0,1000,-115450,-115400
768,478,4,12,-0.813671,0,1050,-131950,-131900
768,476,4,15,-0.92295,0,1100,-132050,-132000
747,475,25,39,-0.631922,0,1150,-132650,-132600
748,475,24,34,-0.495932,0,1200,-132400,-132350
748,475,24,34,-0.604137,0,1250,-132300,1200
748,476,24,32,-0.66327,0,1300,-132200,-132150
749,492,19,12,-0.629471,0,1350,-131550,-131500
748,491,21,16,-0.543898,0,1400,-131850,-131800
748,491,21,16,-0.606916,0,1450,-131750,1400
749,492,15,10,-0.629471,0,1500,-131400,-131350
749,492,15,9,-0.68159,0,1550,-131300,-131250
749,492,15,9,-0.833472,0,1600,-131200,1550
749,492,15,9,-0.831839,0,1650,-131150,1600
750,493,13,5,-0.910526,0,1700,-131050,-131000
750,493,13,5,-0.823916,0,1750,-130950,1700
750,493,13,5,-0.82975,0,1800,-130900,1750
766,513,6,6,-0.698583,0,1850,-141350,-141300
748,520,4,14,-0.746279,0,1900,-130100,-130050
748,520,4,16,-0.804463,0,1950,-130250,-130200
747,519,9,29,-0.679295,0,2000,-130600,-130550
754,519,21,32,-0.329963,0,2050,-14500,-14450
754,519,21,32,-0.486638,0,2100,-14100,2050
819,514,5,11,-0.715112,0,2150,-116300,-116250
819,513,5,15,-0.724843,0,2200,-116450,-116400
819,513,6,17,-0.724416,0,2250,-116550,-116500
818,513,7,18,-0.630815,0,2300,-116700,-116650
818,513,7,18,-0.8285,0,2350,-116600,2300
818,512,7,21,-0.710023,0,2400,-116850,-116800
818,512,7,22,-0.666223,0,2450,-117200,-117150
818,512,7,22,-0.87971,0,2500,-116950,2450
818,512,7,22,-0.878464,0,2550,-116900,2500
806,502,19,28,-0.426345,0,2600,-115200,-115150
806,502,19,29,-0.578111,0,2650,-115300,-115250
806,502,19,27,-0.468136,0,2700,-115100,-115050
806,502,19,27,-0.471673,0,2750,-115000,2700
812,460,9,5,-0.758426,0,2800,-124050,-124000
770,454,8,9,-0.872846,0,2850,-133000,-132950
770,454,8,9,-0.802867,0,2900,-132900,2850
770,454,7,8,-0.47487,0,2950,-132850,-132800
850,446,5,5,-0.633216,0,3000,-196650,-196600
920,448,6,8,-0.668388,0,3050,-189600,-189550
959,433,8,8,-0.547543,0,3100,-17250,-17200
944,422,14,22,-0.562901,0,3150,-159500,-159450
944,422,13,22,-0.520765,0,3200,-159400,-159350
944,422,14,23,-0.740157,0,3250,-159600,-159550
906,429,9,9,-0.736294,0,3300,-19100,-19050
907,430,8,8,-0.699749,0,3350,-11400,-11350
850,432,6,8,-0.503428,0,3400,-196950,-196900
850,432,6,8,-0.513983,0,3450,-196850,3400
898,410,11,18,-0.611665,0,3500,-126000,-125950
866,406,14,22,-0.736124,0,3550,-106000,-105950
898,404,11,25,-0.918205,0,3600,-126150,-126100
864,401,19,27,-0.910634,0,3650,-106250,-106200
864,401,19,27,-0.916998,0,3700,-106100,3650
864,401,19,27,-0.930908,0,3750,-106050,3700
871,416,7,10,-0.774053,0,3800,-105700,-105650
871,416,7,10,-0.750977,0,3850,-105550,3800
872,416,6,9,-0.819216,0,3900,-105450,-105400
851,419,6,7,-0.774915,0,3950,-172700,-172650
867,408,3,10,-0.682946,0,4000,-105750,-105600
852,406,6,6,-0.723768,0,4050,-127250,-127200
852,406,6,6,-0.588078,0,4100,-127150,4050
903,421,6,6,-0.698583,0,4150,-125900,-125850
808,397,4,7,-0.748557,0,4200,-42350,-42300
765,383,9,22,-0.566197,0,4250,-134600,-134550
765,383,9,22,-0.65484,0,4300,-134500,4250
763,377,11,29,-0.860515,0,4350,-134800,-134750
759,377,16,29,-0.929507,0,4400,-137050,-137000
759,377,16,29,-0.938764,0,4450,-135550,4400
759,377,16,29,-0.938519,0,4500,-135500,4450
759,377,16,29,-0.978164,0,4550,-135450,4500
759,377,16,29,-0.978866,0,4600,-135400,4550
759,377,16,29,-0.978193,0,4650,-135350,4600
759,377,16,29,-0.978193,0,4700,-135300,4650
759,377,16,29,-0.979881,0,4750,-135250,4700
759,377,16,29,-0.973633,0,4800,-135200,4750
759,377,16,29,-0.973633,0,4850,-135150,4800
759,377,16,29,-0.973633,0,4900,-135100,4850
759,377,16,29,-0.981336,0,4950,-135050,4900
759,377,15,29,-0.881463,0,5000,-135000,-134950
774,380,4,21,-0.809846,0,5050,-26950,-26900
763,408,9,8,-0.617507,0,5100,-134450,-134350
774,412,10,17,-0.630847,0,5150,-134000,-133950
773,412,11,18,-0.552385,0,5200,-134200,-134100
760,412,24,21,-0.910067,0,5250,-134300,-134250
757,407,30,26,-0.715015,0,5300,-136800,-135700
756,404,31,29,-0.686429,0,5350,-136900,-136850
761,424,8,9,-0.73016,0,5400,-133650,-133600
728,389,8,7,-0.896073,0,5450,-185100,-185050
707,383,12,11,-0.693291,0,5500,-161850,-161800
707,383,12,11,-0.862744,0,5550,-161750,5500
853,393,6,6,-0.569968,0,5600,-109200,-109100
863,389,11,10,-0.634541,0,5650,-20700,-20650
863,388,11,12,-0.418403,0,5700,-20800,-20750
863,388,14,13,-0.719208,0,5750,-25350,-20850
875,392,24,7,-0.88115,0,5800,-95950,-95900
875,392,24,7,-0.85208,0,5850,-95850,5800
875,391,25,9,-0.746722,0,5900,-96550,-96500
875,391,25,9,-0.882267,0,5950,-96450,5900
